GiftId,TripId
70164,1
501,1
81704,1
24556,1
63310,1
60539,1
92664,1
79989,1
67495,1
91035,1
81962,2
97720,2
69066,2
53047,2
15283,2
96567,2
73986,2
85129,2
3655,2
12227,2
19958,3
65926,3
24266,3
43772,3
98606,3
79559,3
24407,3
39861,3
66644,3
81086,3
11059,4
58819,4
49518,4
35812,4
6876,4
11771,4
32023,4
98140,4
40094,4
22998,4
57413,5
46795,5
12412,5
96676,5
30492,5
47623,5
16975,5
48588,5
3416,5
87776,5
60430,6
46790,6
81695,6
76289,6
81775,6
71836,6
48445,6
76894,6
90206,6
62286,6
43645,7
33646,7
94007,7
51872,7
61847,7
61353,7
86009,7
54082,7
74165,7
4662,7
63454,8
34121,8
36342,8
51111,8
47135,8
44403,8
17959,8
61698,8
74885,8
80111,8
65391,9
17904,9
504,9
9873,9
60530,9
81402,9
94999,9
18830,9
94395,9
66221,9
30670,10
27071,10
18989,10
82667,10
62728,10
12561,10
50431,10
37602,10
3135,10
56867,10
93135,11
83493,11
3202,11
83160,11
85421,11
75380,11
43404,11
56536,11
85959,11
80015,11
16083,12
82484,12
74790,12
5474,12
9096,12
61223,12
39868,12
12618,12
30003,12
23185,12
6123,13
11296,13
66653,13
23951,13
94897,13
25631,13
73334,13
1501,13
87707,13
88271,13
65779,14
35484,14
49862,14
85566,14
36978,14
48350,14
87025,14
40833,14
75500,14
52552,14
47826,15
91375,15
36254,15
23906,15
13503,15
34412,15
5980,15
25717,15
63763,15
50328,15
47850,16
26457,16
50770,16
31502,16
53217,16
37333,16
35432,16
2024,16
62541,16
65318,16
52819,17
68260,17
186,17
22820,17
57120,17
43895,17
97987,17
40647,17
32363,17
27527,17
75084,18
18759,18
35052,18
15021,18
48093,18
69571,18
22617,18
59784,18
80343,18
37469,18
62164,19
67808,19
57777,19
52089,19
55602,19
93899,19
58979,19
13494,19
62479,19
75142,19
75345,20
95406,20
2887,20
79974,20
19511,20
68645,20
2295,20
68495,20
28236,20
11933,20
27844,21
43306,21
70710,21
24134,21
78192,21
65454,21
47467,21
20529,21
66518,21
22276,21
98330,22
79792,22
60151,22
93282,22
69271,22
30807,22
72778,22
19837,22
70153,22
85799,22
2982,23
43200,23
21259,23
9930,23
70852,23
38126,23
64730,23
88373,23
19332,23
98027,23
37562,24
71050,24
21524,24
41797,24
74746,24
59529,24
66823,24
96840,24
82134,24
63238,24
86022,25
27491,25
5560,25
65874,25
41637,25
56446,25
508,25
994,25
75527,25
98464,25
52998,26
66861,26
96496,26
46657,26
64783,26
4427,26
48779,26
83163,26
4175,26
42581,26
41648,27
96851,27
80919,27
95618,27
76363,27
19825,27
32299,27
67657,27
35199,27
48925,27
35012,28
48923,28
71972,28
64594,28
43045,28
36530,28
54126,28
42327,28
95398,28
72744,28
87782,29
15851,29
91778,29
46096,29
29707,29
3686,29
91693,29
18196,29
57131,29
1134,29
99928,30
34094,30
15132,30
51935,30
24228,30
26462,30
84487,30
69592,30
99305,30
84254,30
91458,31
78891,31
71392,31
12956,31
43897,31
50126,31
18392,31
16444,31
90960,31
4284,31
67243,32
1783,32
3638,32
35099,32
45837,32
47271,32
93148,32
13937,32
53491,32
1518,32
92772,33
69953,33
74484,33
65001,33
62413,33
43875,33
5566,33
30517,33
77294,33
17991,33
78801,34
61040,34
48654,34
16537,34
26731,34
48970,34
34105,34
63007,34
72767,34
81631,34
86553,35
89632,35
17082,35
76074,35
82585,35
61481,35
56533,35
97234,35
76673,35
26692,35
57351,36
48617,36
92617,36
84058,36
57018,36
71214,36
87404,36
46713,36
84545,36
10534,36
3212,37
85626,37
60338,37
68689,37
25794,37
60375,37
44138,37
78864,37
92962,37
84422,37
92518,38
67943,38
79441,38
3408,38
40413,38
31424,38
31826,38
52535,38
53253,38
71724,38
89618,39
250,39
51426,39
85059,39
79127,39
5464,39
24246,39
77801,39
70340,39
28495,39
9655,40
19809,40
18739,40
16233,40
48362,40
62105,40
24587,40
36906,40
5467,40
93559,40
747,41
32309,41
21206,41
29731,41
83094,41
43859,41
32191,41
59823,41
95811,41
62920,41
58440,42
77408,42
31457,42
78105,42
71721,42
57406,42
57014,42
95956,42
63429,42
33734,42
38638,43
86216,43
50984,43
66773,43
80801,43
50012,43
48257,43
73827,43
13438,43
56183,43
12174,44
51153,44
68342,44
25904,44
7039,44
63904,44
48673,44
58389,44
88100,44
56376,44
10500,45
15651,45
45563,45
42880,45
51901,45
77089,45
8738,45
78346,45
1558,45
89083,45
92870,46
71745,46
18531,46
38952,46
79691,46
40613,46
69308,46
50831,46
1474,46
70346,46
22965,47
36716,47
61346,47
34419,47
79848,47
51839,47
11056,47
25933,47
79066,47
7512,47
62078,48
73378,48
79318,48
52605,48
74688,48
95115,48
89302,48
9189,48
7791,48
13186,48
85098,49
29723,49
90219,49
98254,49
54882,49
72411,49
20142,49
44958,49
45328,49
30857,49
47836,50
27410,50
957,50
53933,50
13782,50
88752,50
11495,50
70008,50
32987,50
233,50
34298,51
75542,51
34614,51
93363,51
97579,51
69603,51
94165,51
42281,51
56667,51
95933,51
85716,52
40385,52
93356,52
27917,52
60391,52
4890,52
3311,52
92778,52
87645,52
66593,52
6188,53
93203,53
48323,53
86326,53
58383,53
54274,53
70394,53
94692,53
76038,53
70075,53
38442,54
81886,54
83733,54
61364,54
60037,54
61839,54
59532,54
84227,54
11444,54
46542,54
73825,55
10162,55
82802,55
8514,55
29696,55
24977,55
13259,55
54404,55
85571,55
26294,55
86171,56
26447,56
39658,56
71055,56
27075,56
81408,56
81283,56
94283,56
60924,56
97708,56
84171,57
16644,57
43489,57
50734,57
85268,57
30505,57
30544,57
76160,57
20758,57
68450,57
66951,58
313,58
10120,58
35373,58
5920,58
88767,58
59902,58
1583,58
19742,58
29827,58
42527,59
4524,59
59182,59
41582,59
96679,59
85528,59
64489,59
22611,59
66990,59
54598,59
57099,60
55267,60
24742,60
87116,60
48064,60
12397,60
53390,60
44154,60
35751,60
65747,60
79038,61
64438,61
68978,61
78784,61
95655,61
29998,61
80869,61
93033,61
34926,61
72730,61
88009,62
54270,62
79630,62
46984,62
14756,62
97243,62
7498,62
28131,62
54257,62
76911,62
74999,63
4565,63
77610,63
23574,63
64272,63
13196,63
25416,63
16620,63
58133,63
11472,63
42661,64
59228,64
65357,64
88982,64
84907,64
36721,64
81175,64
59573,64
37675,64
72274,64
