GiftId,TripId
7805,0
20454,0
85815,0
58637,0
61277,0
37578,0
64206,0
55601,0
48448,0
95038,0
13501,0
58678,0
86377,0
84695,0
65617,0
47785,0
90339,0
57898,0
24683,0
62310,0
59003,0
80410,0
37175,0
54955,0
79932,0
28734,0
45283,0
94037,0
89202,0
57896,0
21483,0
39857,0
27961,0
6535,0
13885,0
68996,0
11625,0
21556,0
49983,0
36461,0
91340,0
60195,0
79980,0
2931,0
86489,0
61224,0
14185,0
62939,0
65294,0
48183,0
78047,0
16743,0
25287,0
9954,0
99260,0
89072,0
30302,0
36282,0
57557,0
46991,0
27110,0
78008,0
82673,0
29098,1
49103,1
56352,1
52858,1
62966,1
79346,1
89096,1
1190,1
39555,1
8281,1
33476,1
7045,1
26287,1
49688,1
77334,1
68198,1
41526,1
49710,1
12191,1
22769,1
72572,1
84941,1
77186,1
2362,1
43249,1
97973,1
69686,1
44777,1
66105,1
32420,1
56889,1
59426,1
42541,1
14688,1
78567,1
34417,1
19598,1
84156,1
7926,1
75471,1
95370,1
93879,1
40974,1
16337,1
43234,1
42918,1
77573,1
80684,1
6016,1
30113,1
53410,1
13439,1
29483,1
22222,1
81843,1
38336,1
93089,1
40338,1
54180,1
8161,1
9499,1
27121,1
20099,1
95673,1
99364,2
23243,2
70804,2
3797,2
38451,2
41968,2
8772,2
75482,2
7016,2
79841,2
53557,2
45084,2
31845,2
34981,2
21921,2
9687,2
76506,2
45030,2
96150,2
17118,2
77263,2
3977,2
81017,2
24306,2
86030,2
43634,2
31567,2
30184,2
34522,2
73157,2
29522,2
75970,2
50999,2
6677,2
52231,2
55456,2
68205,2
95271,2
72612,2
58083,2
39378,2
83355,2
99061,2
71593,2
22826,2
32262,2
73978,2
59307,2
51506,2
3047,2
27924,2
94449,2
79385,2
22460,2
95969,2
34811,2
48403,2
79523,2
49281,2
81881,2
51976,2
36958,2
21825,2
75750,2
50842,2
83605,2
77890,2
3575,2
14378,2
26304,2
34487,2
54372,2
93215,2
69126,2
92115,2
60537,2
25824,2
32222,2
34194,2
60855,3
15890,3
83128,3
73322,3
77437,3
71882,3
5211,3
59922,3
21318,3
82000,3
44045,3
36463,3
53703,3
57278,3
22389,3
91757,3
92417,3
90369,3
3695,3
92055,3
19988,3
76141,3
26427,3
78249,3
11301,3
45528,3
52746,3
37494,3
49001,3
79178,3
45344,3
2437,3
93040,3
68260,3
39016,3
49520,3
40366,3
5051,3
97119,3
39437,3
36891,3
70527,3
71449,3
73977,3
39526,3
1616,3
58758,3
45007,3
38164,3
9242,3
59423,3
46804,3
62413,3
61031,3
56706,3
93278,3
67804,3
54034,3
73722,3
82537,3
24106,3
9099,3
82512,3
48759,3
21512,3
20336,3
82501,3
15390,3
78953,3
75867,3
81422,3
39168,4
15083,4
55925,4
79520,4
62770,4
41358,4
58571,4
83700,4
92821,4
61079,4
64673,4
24701,4
65022,4
49398,4
80847,4
76996,4
26812,4
66469,4
13154,4
73248,4
76511,4
90889,4
92500,4
93298,4
63125,4
91168,4
61764,4
42312,4
47239,4
98198,4
65446,4
98536,4
80012,4
20424,4
95082,4
82719,4
54358,4
20579,4
13762,4
8676,4
29863,4
77040,4
900,4
80409,4
9990,4
89598,4
87116,4
62781,4
90411,4
97148,4
46281,4
48601,4
18555,4
70494,4
80324,4
3651,4
56881,4
76819,4
46946,4
27276,4
3345,4
88626,4
22869,4
13897,4
71645,4
73150,4
1249,4
81762,4
81137,4
51058,4
26736,4
90875,4
60874,4
22030,4
84485,5
66008,5
98633,5
54542,5
18476,5
22660,5
59025,5
41716,5
32810,5
91015,5
53039,5
42858,5
87066,5
24675,5
98564,5
25286,5
8337,5
10717,5
81979,5
51452,5
25380,5
5029,5
62479,5
83129,5
18142,5
59604,5
65424,5
77367,5
92174,5
42531,5
85563,5
88246,5
22019,5
80868,5
12072,5
54391,5
51933,5
20527,5
63004,5
20929,5
32685,5
33566,5
19739,5
41137,5
50218,5
19112,5
89780,5
57434,5
1226,5
90720,5
88820,5
56310,5
63119,5
34192,5
95156,5
52056,5
40470,5
65735,5
26338,5
25307,5
12113,5
6830,5
38415,5
64664,5
2661,5
11816,5
91660,5
69154,5
32336,5
91756,6
25059,6
76749,6
19682,6
60421,6
75700,6
1795,6
70485,6
3231,6
76317,6
17063,6
44047,6
44149,6
53514,6
81344,6
56256,6
25782,6
93090,6
53245,6
47304,6
98615,6
74277,6
89814,6
63700,6
43169,6
57468,6
14918,6
20731,6
55466,6
82214,6
42417,6
83508,6
94309,6
74257,6
33631,6
40726,6
57223,6
75872,6
95315,6
25809,6
8654,6
47563,6
42910,6
46995,6
63021,6
3168,6
